# t dx dy dz
5.849000000000000242e-06 -1.770001399999999947e+00 1.770001399999999947e+00 0.000000000000000000e+00
1.751099999999999887e-05 0.000000000000000000e+00 1.770000500000000088e+00 1.769998600000000089e+00
1.099999999999999633e-06 -1.769998600000000089e+00 -1.770000500000000088e+00 0.000000000000000000e+00
4.330000000000000895e-06 0.000000000000000000e+00 -1.770001399999999947e+00 -1.769998600000000089e+00
1.834999999999999880e-05 0.000000000000000000e+00 1.770001399999999947e+00 -1.769999499999999948e+00
1.317999999999999917e-05 0.000000000000000000e+00 1.770000500000000088e+00 1.769999499999999948e+00
1.150000000000000170e-05 -1.769999499999999948e+00 1.769998600000000089e+00 0.000000000000000000e+00
7.909999999999997112e-06 0.000000000000000000e+00 1.770000500000000088e+00 -1.769999499999999948e+00
2.137000000000000715e-05 0.000000000000000000e+00 -1.770000500000000088e+00 1.769999499999999948e+00
8.899999999999999491e-06 -1.770000500000000088e+00 1.770000500000000088e+00 0.000000000000000000e+00
6.899999999999991535e-06 0.000000000000000000e+00 -1.770000500000000088e+00 -1.769999499999999948e+00
2.500000000000006557e-06 1.770000500000000088e+00 1.770000500000000088e+00 0.000000000000000000e+00
8.599999999999992199e-06 0.000000000000000000e+00 1.770002400000000087e+00 1.769999499999999948e+00
6.800000000000002657e-06 1.769999499999999948e+00 0.000000000000000000e+00 -1.769999499999999948e+00
2.600000000000008988e-06 1.769998600000000089e+00 0.000000000000000000e+00 -1.770000500000000088e+00
7.199999999999985275e-06 1.770001399999999947e+00 1.769998599999999200e+00 0.000000000000000000e+00
4.000000000000097228e-07 1.770000500000000088e+00 -1.769998600000000977e+00 0.000000000000000000e+00
8.999999999999947712e-07 1.769998600000000089e+00 1.769998600000000977e+00 0.000000000000000000e+00
4.000000000000015913e-06 0.000000000000000000e+00 1.770000100000000742e+00 -1.770000500000000088e+00
1.359999999999997821e-05 -1.769998600000000089e+00 0.000000000000000000e+00 -1.770000000000000462e+00
3.600000000000006190e-06 1.769998600000000089e+00 -1.770000100000000742e+00 0.000000000000000000e+00
2.500000000000006557e-06 1.770000500000000088e+00 1.770000100000000742e+00 0.000000000000000000e+00
4.000000000000097228e-07 1.770002400000000087e+00 0.000000000000000000e+00 -1.769999999999999574e+00
