# t dx dy dz
6.332999999999999741e-10 -1.770001399999999947e+00 1.770001399999999947e+00 0.000000000000000000e+00
1.230700000000000310e-09 -1.769998600000000089e+00 0.000000000000000000e+00 -1.770002400000000087e+00
3.439999999999996393e-10 0.000000000000000000e+00 1.770000500000000088e+00 1.770002400000000087e+00
5.900000000000031325e-11 0.000000000000000000e+00 -1.770000500000000088e+00 1.769998600000000089e+00
3.491000000000000042e-09 0.000000000000000000e+00 1.770000500000000088e+00 1.770000099999999854e+00
2.631999999999999183e-09 -1.769999499999999948e+00 1.769998600000000089e+00 0.000000000000000000e+00
2.479999999999999708e-10 0.000000000000000000e+00 1.770000500000000088e+00 -1.770000100000000076e+00
2.082000000000000048e-09 -1.770000500000000088e+00 -1.770000500000000088e+00 0.000000000000000000e+00
8.100000000000003048e-10 1.770000500000000088e+00 -1.769998600000000089e+00 0.000000000000000000e+00
6.199999999999999269e-10 -1.770000500000000088e+00 0.000000000000000000e+00 1.770000100000000076e+00
1.589999999999999679e-09 -1.770000500000000088e+00 1.769998600000000089e+00 0.000000000000000000e+00
2.000000000000001365e-10 0.000000000000000000e+00 -1.769998600000000089e+00 1.769999999999999574e+00
4.799999999999999968e-10 -1.769999999999999574e+00 0.000000000000000000e+00 -1.770000000000000018e+00
1.650000000000001540e-09 -1.769999999999999574e+00 0.000000000000000000e+00 -1.770000100000000076e+00
2.580000000000000603e-09 0.000000000000000000e+00 1.769998600000000089e+00 1.770000100000000076e+00
5.999999999999987552e-10 0.000000000000000000e+00 -1.769998600000000089e+00 1.770000000000000018e+00
3.560000000000000114e-09 -1.769999999999999574e+00 1.769998600000000089e+00 0.000000000000000000e+00
1.889999999999999057e-09 0.000000000000000000e+00 1.770000500000000088e+00 -1.770000000000000018e+00
1.370000000000001680e-09 1.769999999999999574e+00 0.000000000000000000e+00 -1.770000100000000076e+00
7.399999999999986854e-10 -1.769999999999999574e+00 1.770002400000000087e+00 0.000000000000000000e+00
8.099999999999986504e-10 0.000000000000000000e+00 1.769998599999999200e+00 1.770000100000000076e+00
8.000000000000005461e-10 0.000000000000000000e+00 -1.769998600000000977e+00 -1.770000100000000076e+00
2.269999999999999813e-09 0.000000000000000000e+00 1.769998600000000977e+00 1.770000100000000076e+00
1.200000000000037215e-10 -1.770000100000000742e+00 -1.769998600000000977e+00 0.000000000000000000e+00
1.249999999999994649e-09 -1.769998600000000977e+00 -1.770002400000000087e+00 0.000000000000000000e+00
7.300000000000005811e-10 0.000000000000000000e+00 -1.770000500000000088e+00 -1.770000100000000076e+00
5.599999999999997205e-10 0.000000000000000000e+00 1.770000500000000088e+00 -1.769998600000000089e+00
5.800000000000025466e-10 1.769998600000000977e+00 1.770002400000000087e+00 0.000000000000000000e+00
1.080000000000000406e-09 -1.769998600000000977e+00 0.000000000000000000e+00 1.769998600000000089e+00
2.700000000000017560e-10 0.000000000000000000e+00 1.769998600000000977e+00 1.770000100000000076e+00
1.379999999999996475e-09 0.000000000000000000e+00 -1.769998600000000977e+00 1.770000000000000018e+00
9.600000000000033023e-10 -1.770002399999999199e+00 -1.770002400000000087e+00 0.000000000000000000e+00
8.399999999999995808e-10 0.000000000000000000e+00 -1.770000500000000088e+00 1.769999999999999574e+00
9.799999999999995110e-10 -1.770000499999998311e+00 -1.769998600000000089e+00 0.000000000000000000e+00
1.110000000000001337e-09 -1.769998600000000977e+00 -1.770000500000000088e+00 0.000000000000000000e+00
3.699999999999960340e-10 -1.770000500000001864e+00 -1.770001399999999947e+00 0.000000000000000000e+00
9.000000000000279114e-11 0.000000000000000000e+00 1.770001399999999947e+00 -1.769999999999999574e+00
4.199999999999997904e-10 -1.770001399999998171e+00 1.770000500000000088e+00 0.000000000000000000e+00
3.599999999999979297e-10 0.000000000000000000e+00 1.769998600000000089e+00 1.769999999999999574e+00
